ORIG_FID;year;builtup_area;builtup_px;cloud_area;cloud_px;crops_area;crops_px;forest_area;forest_px;grass_area;grass_px;noveg_area;noveg_px;water_area;water_px
3524;2009;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3525;2009;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3526;2009;0;0;0.003676686028410;50624.000000000000000;0;0;0;0;0;0;0;0;0;0
3531;2009;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3532;2009;0;0;0.003676686028410;50624.000000000000000;0;0;0;0;0;0;0;0;0;0
3533;2009;0;0;0.003693099805320;50850.000000000000000;0;0;0;0;0;0;0;0;0;0
3534;2009;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3535;2009;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3536;2009;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3537;2009;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3538;2009;0;0;0.003676686028410;50624.000000000000000;0;0;0;0;0;0;0;0;0;0
3539;2009;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3540;2009;0;0;0.003676686028410;50624.000000000000000;0;0;0;0;0;0;0;0;0;0
3544;2009;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3545;2009;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3546;2009;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3547;2009;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3548;2009;0;0;0.003676686028410;50624.000000000000000;0;0;0;0;0;0;0;0;0;0
3549;2009;0.000016849540901;232.000000000000000;0.003552565918930;48915.000000000000000;0.000021134553458;291.000000000000000;0.000024693292700;340.000000000000000;0.000040743932955;561.000000000000000;0.000003413484579;47.000000000000000;0.000001016782641;14.000000000000000
3550;2009;0;0;0.003676758655740;50625.000000000000000;0;0;0;0;0;0;0;0;0;0
3551;2009;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3552;2009;0;0;0.003676686028410;50624.000000000000000;0;0;0;0;0;0;0;0;0;0
3618;2009;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3716;2009;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3717;2009;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3726;2009;0;0;0.003693099805320;50850.000000000000000;0;0;0;0;0;0;0;0;0;0
3727;2009;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3728;2009;0;0;0.003660417506160;50400.000000000000000;0;0;0;0;0;0;0;0;0;0
3729;2009;0;0;0.003676686028410;50624.000000000000000;0;0;0;0;0;0;0;0;0;0
3730;2009;0;0;0.003676758655740;50625.000000000000000;0;0;0;0;0;0;0;0;0;0
3731;2009;0;0;0.003676686028410;50624.000000000000000;0;0;0;0;0;0;0;0;0;0
